web_scraper_order,web_scraper_start_url,date,open,high,low,close_close_price_adjusted_for_splits,adj_close_adjusted_close_price_adjusted_for_splits_and_dividend_andor_capital_gain_distributions,volume
"1766321157-186","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Feb 19, 2025","3,080.00","3,130.00","2,990.00","2,990.00","2,966.99","24,460,800"
"1766321157-187","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Feb 18, 2025","3,040.00","3,130.00","3,010.00","3,070.00","3,046.37","49,356,700"
"1766321157-188","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Feb 17, 2025","2,980.00","3,050.00","2,940.00","3,040.00","3,016.60","16,922,400"
"1766321157-189","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Feb 14, 2025","3,000.00","3,020.00","2,970.00","2,980.00","2,957.06","7,992,500"
"1766321157-190","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Feb 13, 2025","3,000.00","3,020.00","2,980.00","3,000.00","2,976.91","6,766,600"
"1766321157-191","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Feb 12, 2025","3,000.00","3,000.00","2,930.00","3,000.00","2,976.91","15,457,200"
"1766321157-192","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Feb 11, 2025","3,050.00","3,090.00","2,980.00","3,000.00","2,976.91","30,231,600"
"1766321157-193","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Feb 10, 2025","3,020.00","3,070.00","3,000.00","3,050.00","3,026.53","36,451,300"
"1766321157-194","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Feb 7, 2025","2,890.00","3,050.00","2,870.00","3,020.00","2,996.76","45,690,700"
"1766321157-195","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Feb 6, 2025","2,970.00","2,980.00","2,860.00","2,880.00","2,857.83","29,218,200"
"1766321157-196","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Feb 5, 2025","2,980.00","2,980.00","2,920.00","2,950.00","2,927.30","16,159,100"
"1766321157-197","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Feb 4, 2025","2,930.00","3,030.00","2,920.00","2,980.00","2,957.06","41,765,200"
"1766321157-198","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Feb 3, 2025","2,910.00","2,940.00","2,860.00","2,920.00","2,897.53","28,538,000"
"1766321157-199","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jan 31, 2025","2,890.00","2,960.00","2,860.00","2,930.00","2,907.45","28,554,200"
"1766321157-200","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jan 30, 2025","2,860.00","2,900.00","2,810.00","2,880.00","2,857.83","13,015,600"
"1766321157-201","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jan 24, 2025","2,910.00","2,910.00","2,830.00","2,860.00","2,837.99","10,699,700"
"1766321157-202","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jan 23, 2025","2,910.00","2,910.00","2,860.00","2,880.00","2,857.83","10,077,900"
"1766321157-203","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jan 22, 2025","2,890.00","2,910.00","2,830.00","2,840.00","2,818.14","20,107,700"
"1766321157-204","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jan 21, 2025","2,790.00","2,920.00","2,780.00","2,880.00","2,857.83","41,306,800"
"1766321157-205","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jan 20, 2025","2,770.00","2,790.00","2,750.00","2,770.00","2,748.68","12,253,900"
"1766321157-206","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jan 17, 2025","2,710.00","2,770.00","2,670.00","2,760.00","2,738.76","17,352,300"
"1766321157-207","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jan 16, 2025","2,800.00","2,820.00","2,700.00","2,700.00","2,679.22","29,027,500"
"1766321157-208","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jan 15, 2025","2,670.00","2,780.00","2,660.00","2,750.00","2,728.83","33,141,000"
"1766321157-209","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jan 14, 2025","2,720.00","2,730.00","2,660.00","2,670.00","2,649.45","10,992,900"
"1766321157-210","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jan 13, 2025","2,700.00","2,740.00","2,660.00","2,720.00","2,699.07","16,752,700"
"1766321157-211","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jan 10, 2025","2,700.00","2,740.00","2,700.00","2,700.00","2,679.22","12,201,800"
"1766321157-212","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jan 9, 2025","2,660.00","2,710.00","2,660.00","2,700.00","2,679.22","9,893,500"
"1766321157-213","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jan 8, 2025","2,690.00","2,690.00","2,620.00","2,650.00","2,629.60","17,744,900"
"1766321157-214","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jan 7, 2025","2,710.00","2,720.00","2,670.00","2,690.00","2,669.30","7,671,900"
"1766321157-215","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jan 6, 2025","2,750.00","2,780.00","2,690.00","2,710.00","2,689.14","10,821,600"
"1766321157-216","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jan 3, 2025","2,780.00","2,790.00","2,730.00","2,740.00","2,718.91","7,518,300"
"1766321157-217","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jan 2, 2025","2,730.00","2,800.00","2,700.00","2,780.00","2,758.60","16,650,600"
"1766321157-218","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Dec 30, 2024","2,780.00","2,790.00","2,700.00","2,730.00","2,708.99","13,156,600"
"1766321157-219","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Dec 27, 2024","2,750.00","2,800.00","2,740.00","2,770.00","2,748.68","14,507,300"
"1766321157-220","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Dec 24, 2024","2,800.00","2,810.00","2,750.00","2,750.00","2,728.83","9,029,200"
"1766321157-221","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Dec 23, 2024","2,780.00","2,840.00","2,760.00","2,800.00","2,778.45","22,118,300"
"1766321157-222","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Dec 20, 2024","2,660.00","2,770.00","2,630.00","2,750.00","2,728.83","23,631,800"
"1766321157-223","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Dec 19, 2024","2,600.00","2,660.00","2,560.00","2,640.00","2,619.68","23,178,400"
"1766321157-224","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Dec 18, 2024","2,760.00","2,780.00","2,670.00","2,680.00","2,659.37","30,612,600"
"1766321157-225","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Dec 17, 2024","2,850.00","2,880.00","2,760.00","2,760.00","2,738.76","18,973,400"
"1766321157-226","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Dec 16, 2024","2,900.00","2,910.00","2,830.00","2,850.00","2,828.07","18,416,300"
"1766321157-227","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Dec 13, 2024","2,910.00","2,950.00","2,880.00","2,900.00","2,877.68","17,077,500"
"1766321157-228","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Dec 12, 2024","2,960.00","2,960.00","2,900.00","2,900.00","2,877.68","18,882,800"
"1766321157-229","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Dec 11, 2024","2,970.00","3,010.00","2,950.00","2,970.00","2,947.14","13,940,800"
"1766321157-230","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Dec 10, 2024","3,010.00","3,020.00","2,950.00","2,970.00","2,947.14","18,116,800"
"1766321157-231","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Dec 9, 2024","2,980.00","3,030.00","2,980.00","3,010.00","2,986.83","19,293,600"
"1766321157-232","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Dec 6, 2024","2,960.00","2,990.00","2,940.00","2,980.00","2,957.06","15,564,600"
"1766321157-233","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Dec 5, 2024","2,990.00","2,990.00","2,930.00","2,970.00","2,947.14","12,003,400"
"1766321157-234","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Dec 4, 2024","2,950.00","3,010.00","2,940.00","3,000.00","2,976.91","30,144,600"
"1766321157-235","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Dec 3, 2024","2,890.00","2,960.00","2,890.00","2,940.00","2,917.37","21,282,500"
"1766321157-236","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Dec 2, 2024","2,920.00","2,930.00","2,830.00","2,840.00","2,818.14","17,742,700"
"1766321157-237","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Nov 29, 2024","2,910.00","2,920.00","2,860.00","2,900.00","2,877.68","10,188,500"
"1766321157-238","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Nov 28, 2024","2,930.00","2,950.00","2,880.00","2,910.00","2,887.60","12,985,800"
"1766321157-239","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Nov 26, 2024","2,980.00","2,980.00","2,910.00","2,920.00","2,897.53","10,893,000"
"1766321157-240","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Nov 25, 2024","2,950.00","3,040.00","2,920.00","2,950.00","2,927.30","44,523,400"
"1766321157-241","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Nov 22, 2024","2,720.00","2,970.00","2,690.00","2,950.00","2,927.30","55,326,200"
"1766321157-242","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Nov 21, 2024","2,770.00","2,800.00","2,660.00","2,690.00","2,669.30","32,387,300"
"1766321157-243","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Nov 20, 2024","2,800.00","2,820.00","2,750.00","2,770.00","2,748.68","13,910,100"
"1766321157-244","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Nov 19, 2024","2,850.00","2,860.00","2,780.00","2,780.00","2,758.60","22,631,900"
"1766321157-245","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Nov 18, 2024","2,860.00","2,900.00","2,790.00","2,850.00","2,828.07","19,242,600"
"1766321157-246","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Nov 15, 2024","2,840.00","2,880.00","2,820.00","2,850.00","2,828.07","13,313,800"
"1766321157-247","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Nov 14, 2024","2,890.00","2,900.00","2,840.00","2,850.00","2,828.07","13,632,800"
"1766321157-248","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Nov 13, 2024","2,880.00","2,940.00","2,870.00","2,890.00","2,867.76","23,676,500"
"1766321157-249","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Nov 12, 2024","2,820.00","2,890.00","2,820.00","2,880.00","2,857.83","13,057,600"
"1766321157-250","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Nov 11, 2024","2,870.00","2,890.00","2,760.00","2,820.00","2,798.30","23,366,700"
"1766321157-251","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Nov 8, 2024","2,870.00","2,920.00","2,840.00","2,860.00","2,837.99","22,132,800"
"1766321157-252","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Nov 7, 2024","2,900.00","2,910.00","2,800.00","2,850.00","2,828.07","27,464,600"
"1766321157-253","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Nov 6, 2024","2,980.00","2,990.00","2,860.00","2,900.00","2,877.68","24,015,300"
"1766321157-254","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Nov 5, 2024","2,950.00","2,980.00","2,920.00","2,970.00","2,947.14","19,428,800"
"1766321157-255","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Nov 4, 2024","2,950.00","2,970.00","2,900.00","2,940.00","2,917.37","25,366,100"
"1766321157-256","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Nov 1, 2024","3,030.00","3,030.00","2,930.00","2,950.00","2,927.30","23,047,200"
"1766321157-257","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Oct 31, 2024","2,960.00","3,060.00","2,960.00","3,030.00","3,006.68","28,472,600"
"1766321157-258","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Oct 30, 2024","2,950.00","3,000.00","2,900.00","2,960.00","2,937.22","36,691,100"
"1766321157-259","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Oct 29, 2024","3,010.00","3,030.00","2,930.00","2,950.00","2,927.30","45,094,300"
"1766321157-260","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Oct 28, 2024","3,020.00","3,040.00","2,940.00","3,010.00","2,986.83","18,851,400"
"1766321157-261","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Oct 25, 2024","3,100.00","3,110.00","3,010.00","3,010.00","2,986.83","20,604,100"
"1766321157-262","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Oct 24, 2024","3,020.00","3,110.00","3,010.00","3,090.00","3,066.22","49,593,200"
"1766321157-263","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Oct 23, 2024","3,000.00","3,030.00","2,980.00","3,020.00","2,996.76","15,954,500"
"1766321157-264","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Oct 22, 2024","3,090.00","3,090.00","2,980.00","3,000.00","2,976.91","42,070,200"
"1766321157-265","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Oct 21, 2024","3,120.00","3,130.00","3,060.00","3,080.00","3,056.30","13,463,200"
"1766321157-266","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Oct 18, 2024","3,140.00","3,140.00","3,090.00","3,100.00","3,076.14","19,521,900"
"1766321157-267","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Oct 17, 2024","3,040.00","3,140.00","3,020.00","3,110.00","3,086.06","56,212,300"
"1766321157-268","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Oct 16, 2024","3,020.00","3,040.00","2,990.00","3,020.00","2,996.76","26,762,800"
"1766321157-269","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Oct 15, 2024","3,010.00","3,040.00","2,990.00","3,020.00","2,996.76","30,658,000"
"1766321157-270","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Oct 14, 2024","3,000.00","3,030.00","2,990.00","3,000.00","2,976.91","20,343,100"
"1766321157-271","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Oct 11, 2024","3,050.00","3,050.00","2,990.00","3,000.00","2,976.91","18,487,400"
"1766321157-272","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Oct 10, 2024","3,010.00","3,040.00","2,980.00","3,030.00","3,006.68","17,167,500"
"1766321157-273","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Oct 9, 2024","3,080.00","3,110.00","3,000.00","3,000.00","2,976.91","52,884,900"
"1766321157-274","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Oct 8, 2024","2,910.00","3,100.00","2,870.00","3,050.00","3,026.53","74,054,100"
"1766321157-275","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Oct 7, 2024","2,910.00","2,940.00","2,850.00","2,910.00","2,887.60","24,824,200"
"1766321157-276","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Oct 4, 2024","2,980.00","2,990.00","2,910.00","2,910.00","2,887.60","17,435,700"
"1766321157-277","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Oct 3, 2024","2,940.00","3,000.00","2,870.00","2,970.00","2,947.14","32,028,800"
"1766321157-278","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Oct 2, 2024","3,000.00","3,000.00","2,890.00","2,940.00","2,917.37","52,976,800"
"1766321157-279","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Oct 1, 2024","3,010.00","3,070.00","2,980.00","3,000.00","2,976.91","29,374,200"
"1766321157-280","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Sep 30, 2024","3,060.00","3,060.00","3,000.00","3,010.00","2,986.83","25,936,200"
"1766321157-281","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Sep 27, 2024","3,090.00","3,120.00","3,050.00","3,060.00","3,036.45","25,071,700"
"1766321157-282","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Sep 26, 2024","3,070.00","3,130.00","3,050.00","3,100.00","3,076.14","35,856,200"
"1766321157-283","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Sep 25, 2024","3,120.00","3,120.00","3,010.00","3,070.00","3,046.37","50,392,900"
"1766321157-284","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Sep 24, 2024","3,150.00","3,170.00","3,090.00","3,110.00","3,086.06","26,247,100"
"1766321157-285","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Sep 23, 2024","3,050.00","3,150.00","3,050.00","3,150.00","3,125.76","46,607,000"
"1766321157-286","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Sep 20, 2024","3,190.00","3,350.00","3,030.00","3,030.00","3,006.68","202,658,000"
"1766321157-287","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Sep 19, 2024","3,180.00","3,200.00","3,130.00","3,160.00","3,135.68","45,703,600"
"1766321157-288","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Sep 18, 2024","3,120.00","3,200.00","3,120.00","3,140.00","3,115.83","84,694,400"
"1766321157-289","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Sep 17, 2024","2,860.00","3,180.00","2,850.00","3,100.00","3,076.14","198,006,300"
"1766321157-290","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Sep 13, 2024","2,880.00","2,910.00","2,810.00","2,860.00","2,837.99","53,265,500"
"1766321157-291","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Sep 12, 2024","2,770.00","2,900.00","2,760.00","2,880.00","2,857.83","90,865,100"
"1766321157-292","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Sep 11, 2024","2,650.00","2,770.00","2,630.00","2,750.00","2,728.83","92,466,800"
"1766321157-293","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Sep 10, 2024","2,630.00","2,660.00","2,620.00","2,650.00","2,629.60","19,172,700"
"1766321157-294","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Sep 9, 2024","2,630.00","2,660.00","2,580.00","2,620.00","2,599.84","33,843,600"
"1766321157-295","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Sep 6, 2024","2,660.00","2,670.00","2,610.00","2,630.00","2,609.76","18,967,900"
"1766321157-296","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Sep 5, 2024","2,570.00","2,660.00","2,560.00","2,650.00","2,629.60","52,496,400"
"1766321157-297","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Sep 4, 2024","2,560.00","2,610.00","2,540.00","2,570.00","2,550.22","24,026,400"
"1766321157-298","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Sep 3, 2024","2,620.00","2,640.00","2,550.00","2,590.00","2,570.07","46,144,100"
"1766321157-299","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Sep 2, 2024","2,660.00","2,690.00","2,600.00","2,610.00","2,589.91","44,777,600"
"1766321157-300","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Aug 30, 2024","2,680.00","2,700.00","2,620.00","2,650.00","2,629.60","27,150,400"
"1766321157-301","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Aug 29, 2024","2,700.00","2,710.00","2,680.00","2,680.00","2,659.37","28,556,300"
"1766321157-302","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Aug 28, 2024","2,740.00","2,750.00","2,710.00","2,730.00","2,708.99","23,968,600"
"1766321157-303","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Aug 27, 2024","2,730.00","2,740.00","2,670.00","2,740.00","2,718.91","25,447,900"
"1766321157-304","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Aug 26, 2024","2,760.00","2,790.00","2,700.00","2,730.00","2,708.99","71,979,200"
"1766321157-305","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Aug 23, 2024","2,640.00","2,730.00","2,620.00","2,700.00","2,679.22","33,295,200"
"1766321157-306","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Aug 22, 2024","2,680.00","2,690.00","2,610.00","2,620.00","2,599.84","40,421,700"
"1766321157-307","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Aug 21, 2024","2,650.00","2,740.00","2,640.00","2,680.00","2,659.37","51,638,600"
"1766321157-308","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Aug 20, 2024","2,610.00","2,660.00","2,610.00","2,640.00","2,619.68","23,362,600"
"1766321157-309","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Aug 19, 2024","2,620.00","2,630.00","2,590.00","2,610.00","2,589.91","8,351,200"
"1766321157-310","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Aug 16, 2024","2,680.00","2,680.00","2,610.00","2,620.00","2,599.84","17,370,500"
"1766321157-311","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Aug 15, 2024","2,680.00","2,700.00","2,610.00","2,660.00","2,639.53","31,685,400"
"1766321157-312","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Aug 14, 2024","2,670.00","2,680.00","2,630.00","2,660.00","2,639.53","22,942,800"
"1766321157-313","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Aug 13, 2024","2,600.00","2,670.00","2,590.00","2,670.00","2,649.45","36,356,500"
"1766321157-314","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Aug 12, 2024","2,590.00","2,630.00","2,560.00","2,600.00","2,579.99","28,093,000"
"1766321157-315","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Aug 9, 2024","2,540.00","2,600.00","2,520.00","2,590.00","2,570.07","33,611,900"
"1766321157-316","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Aug 8, 2024","2,510.00","2,540.00","2,480.00","2,520.00","2,500.60","17,805,200"
"1766321157-317","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Aug 7, 2024","2,510.00","2,530.00","2,480.00","2,520.00","2,500.60","18,451,000"
"1766321157-318","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Aug 6, 2024","2,440.00","2,510.00","2,420.00","2,500.00","2,480.76","49,436,300"
"1766321157-319","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Aug 5, 2024","2,490.00","2,500.00","2,360.00","2,420.00","2,401.37","73,820,900"
"1766321157-320","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Aug 2, 2024","2,550.00","2,580.00","2,520.00","2,550.00","2,530.37","34,413,500"
"1766321157-321","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Aug 1, 2024","2,600.00","2,640.00","2,570.00","2,580.00","2,560.14","31,767,400"
"1766321157-322","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jul 31, 2024","2,490.00","2,620.00","2,490.00","2,600.00","2,579.99","93,801,600"
"1766321157-323","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jul 30, 2024","2,480.00","2,500.00","2,460.00","2,480.00","2,460.91","13,685,200"
"1766321157-324","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jul 29, 2024","2,480.00","2,500.00","2,440.00","2,480.00","2,460.91","20,060,700"
"1766321157-325","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jul 26, 2024","2,430.00","2,470.00","2,430.00","2,460.00","2,441.07","17,385,800"
"1766321157-326","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jul 25, 2024","2,490.00","2,490.00","2,390.00","2,420.00","2,401.37","31,235,100"
"1766321157-327","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jul 24, 2024","2,540.00","2,540.00","2,480.00","2,500.00","2,480.76","14,350,600"
"1766321157-328","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jul 23, 2024","2,580.00","2,590.00","2,520.00","2,530.00","2,510.53","32,738,900"
