web_scraper_order,web_scraper_start_url,date,open,high,low,close_close_price_adjusted_for_splits,adj_close_adjusted_close_price_adjusted_for_splits_and_dividend_andor_capital_gain_distributions,volume
"1765972550-166","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Apr 15, 2025","374.0575 Dividend","","","","",""
"1765972550-167","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Apr 15, 2025","4,280.00","4,350.00","4,270.00","4,280.00","4,280.00","156,480,600"
"1765972550-168","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Apr 14, 2025","4,450.00","4,550.00","4,440.00","4,550.00","4,175.94","162,128,800"
"1765972550-169","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Apr 11, 2025","4,240.00","4,400.00","4,200.00","4,390.00","4,029.10","90,221,600"
"1765972550-170","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Apr 10, 2025","4,380.00","4,400.00","4,220.00","4,260.00","3,909.78","131,182,600"
"1765972550-171","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Apr 9, 2025","4,030.00","4,140.00","3,970.00","4,040.00","3,707.87","81,414,200"
"1765972550-172","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Apr 8, 2025","3,680.00","4,080.00","3,610.00","4,030.00","3,698.69","185,281,600"
"1765972550-173","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Mar 27, 2025","4,250.00","4,280.00","4,110.00","4,240.00","3,891.43","101,189,600"
"1765972550-174","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Mar 26, 2025","4,010.00","4,280.00","4,000.00","4,250.00","3,900.61","229,422,000"
"1765972550-175","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Mar 25, 2025","3,770.00","3,930.00","3,740.00","3,900.00","3,579.38","157,671,900"
"1765972550-176","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Mar 24, 2025","3,770.00","3,830.00","3,630.00","3,720.00","3,414.18","135,658,700"
"1765972550-177","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Mar 21, 2025","4,080.00","4,090.00","3,770.00","3,770.00","3,460.07","246,727,700"
"1765972550-178","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Mar 20, 2025","4,240.00","4,270.00","4,050.00","4,080.00","3,744.58","109,598,400"
"1765972550-179","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Mar 19, 2025","4,190.00","4,250.00","4,120.00","4,170.00","3,827.18","110,420,100"
"1765972550-180","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Mar 18, 2025","4,300.00","4,310.00","4,030.00","4,190.00","3,845.54","80,141,500"
"1765972550-181","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Mar 17, 2025","4,430.00","4,460.00","4,260.00","4,330.00","3,974.03","60,911,900"
"1765972550-182","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Mar 14, 2025","4,470.00","4,520.00","4,400.00","4,430.00","4,065.81","50,335,900"
"1765972550-183","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Mar 13, 2025","4,600.00","4,600.00","4,440.00","4,530.00","4,157.59","48,947,400"
"1765972550-184","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Mar 12, 2025","4,490.00","4,550.00","4,480.00","4,530.00","4,157.59","44,656,600"
"1765972550-185","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Mar 11, 2025","4,380.00","4,460.00","4,360.00","4,450.00","4,084.16","44,323,600"
"1765972550-186","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Mar 10, 2025","4,540.00","4,540.00","4,410.00","4,450.00","4,084.16","43,038,000"
"1765972550-187","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Mar 7, 2025","4,590.00","4,590.00","4,460.00","4,540.00","4,166.76","61,630,700"
"1765972550-188","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Mar 6, 2025","4,550.00","4,700.00","4,540.00","4,590.00","4,212.65","104,226,000"
"1765972550-189","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Mar 5, 2025","4,250.00","4,540.00","4,250.00","4,460.00","4,093.34","101,995,600"
"1765972550-190","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Mar 4, 2025","4,240.00","4,290.00","4,170.00","4,220.00","3,873.07","71,340,000"
"1765972550-191","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Mar 3, 2025","4,180.00","4,310.00","4,120.00","4,260.00","3,909.78","156,616,300"
"1765972550-192","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Feb 28, 2025","4,270.00","4,270.00","4,010.00","4,030.00","3,698.69","156,574,800"
"1765972550-193","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Feb 27, 2025","4,350.00","4,370.00","4,200.00","4,340.00","3,983.21","58,362,900"
"1765972550-194","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Feb 26, 2025","4,250.00","4,350.00","4,210.00","4,350.00","3,992.38","42,114,300"
"1765972550-195","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Feb 25, 2025","4,230.00","4,280.00","4,110.00","4,230.00","3,882.25","45,778,400"
"1765972550-196","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Feb 24, 2025","4,300.00","4,320.00","4,200.00","4,200.00","3,854.72","61,467,000"
"1765972550-197","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Feb 21, 2025","4,410.00","4,440.00","4,300.00","4,300.00","3,946.50","70,115,400"
"1765972550-198","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Feb 20, 2025","4,520.00","4,550.00","4,400.00","4,460.00","4,093.34","49,467,500"
"1765972550-199","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Feb 19, 2025","4,750.00","4,750.00","4,480.00","4,520.00","4,148.41","72,328,000"
"1765972550-200","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Feb 18, 2025","4,600.00","4,750.00","4,600.00","4,750.00","4,359.50","73,992,700"
"1765972550-201","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Feb 17, 2025","4,370.00","4,590.00","4,350.00","4,570.00","4,194.30","52,492,800"
"1765972550-202","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Feb 14, 2025","4,310.00","4,390.00","4,300.00","4,370.00","4,010.74","61,932,800"
"1765972550-203","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Feb 13, 2025","4,280.00","4,300.00","4,210.00","4,250.00","3,900.61","38,173,200"
"1765972550-204","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Feb 12, 2025","4,130.00","4,300.00","4,100.00","4,300.00","3,946.50","57,782,300"
"1765972550-205","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Feb 11, 2025","4,150.00","4,170.00","4,050.00","4,070.00","3,735.40","52,994,400"
"1765972550-206","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Feb 10, 2025","4,270.00","4,310.00","4,150.00","4,150.00","3,808.83","46,856,100"
"1765972550-207","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Feb 7, 2025","4,250.00","4,350.00","4,160.00","4,270.00","3,918.96","69,268,900"
"1765972550-208","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Feb 6, 2025","4,500.00","4,510.00","4,260.00","4,290.00","3,937.32","72,520,900"
"1765972550-209","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Feb 5, 2025","4,650.00","4,680.00","4,480.00","4,500.00","4,130.05","52,077,600"
"1765972550-210","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Feb 4, 2025","4,770.00","4,780.00","4,700.00","4,700.00","4,313.61","44,266,700"
"1765972550-211","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Feb 3, 2025","4,770.00","4,800.00","4,640.00","4,780.00","4,387.03","63,072,700"
"1765972550-212","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jan 31, 2025","4,660.00","4,880.00","4,660.00","4,770.00","4,377.86","78,958,600"
"1765972550-213","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jan 30, 2025","4,610.00","4,670.00","4,580.00","4,640.00","4,258.54","23,980,100"
"1765972550-214","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jan 24, 2025","4,660.00","4,700.00","4,610.00","4,610.00","4,231.01","42,140,900"
"1765972550-215","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jan 23, 2025","4,790.00","4,820.00","4,650.00","4,650.00","4,267.72","86,704,800"
"1765972550-216","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jan 22, 2025","4,790.00","4,810.00","4,760.00","4,790.00","4,396.21","55,899,500"
"1765972550-217","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jan 21, 2025","4,690.00","4,820.00","4,650.00","4,740.00","4,350.32","96,008,700"
"1765972550-218","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jan 20, 2025","4,520.00","4,660.00","4,490.00","4,620.00","4,240.19","67,692,300"
"1765972550-219","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jan 17, 2025","4,450.00","4,570.00","4,380.00","4,470.00","4,102.52","40,130,000"
"1765972550-220","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jan 16, 2025","4,600.00","4,600.00","4,480.00","4,500.00","4,130.05","113,849,300"
"1765972550-221","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jan 15, 2025","4,150.00","4,430.00","4,150.00","4,410.00","4,047.45","82,038,200"
"1765972550-222","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jan 14, 2025","4,170.00","4,240.00","4,110.00","4,130.00","3,790.47","71,568,000"
"1765972550-223","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jan 13, 2025","4,320.00","4,330.00","4,200.00","4,210.00","3,863.89","54,029,800"
"1765972550-224","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jan 10, 2025","4,380.00","4,420.00","4,350.00","4,350.00","3,992.38","28,235,300"
"1765972550-225","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jan 9, 2025","4,360.00","4,410.00","4,350.00","4,380.00","4,019.92","25,545,500"
"1765972550-226","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jan 8, 2025","4,350.00","4,430.00","4,350.00","4,370.00","4,010.74","39,476,000"
"1765972550-227","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jan 7, 2025","4,370.00","4,410.00","4,340.00","4,360.00","4,001.56","36,973,900"
"1765972550-228","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jan 6, 2025","4,550.00","4,560.00","4,410.00","4,430.00","4,065.81","26,008,100"
"1765972550-229","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jan 3, 2025","4,600.00","4,630.00","4,540.00","4,540.00","4,166.76","76,388,000"
"1765972550-230","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jan 2, 2025","4,360.00","4,590.00","4,360.00","4,590.00","4,212.65","56,985,400"
"1765972550-231","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Dec 30, 2024","4,340.00","4,380.00","4,270.00","4,350.00","3,992.38","43,899,600"
"1765972550-232","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Dec 27, 2024","4,380.00","4,430.00","4,360.00","4,360.00","4,001.56","22,838,700"
"1765972550-233","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Dec 24, 2024","4,380.00","4,400.00","4,340.00","4,380.00","4,019.92","21,458,900"
"1765972550-234","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Dec 23, 2024","4,320.00","4,390.00","4,320.00","4,380.00","4,019.92","43,668,100"
"1765972550-235","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Dec 20, 2024","4,330.00","4,360.00","4,260.00","4,260.00","3,909.78","83,872,500"
"1765972550-236","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Dec 19, 2024","4,360.00","4,370.00","4,300.00","4,310.00","3,955.67","71,247,000"
"1765972550-237","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Dec 18, 2024","4,470.00","4,530.00","4,410.00","4,430.00","4,065.81","56,470,100"
"1765972550-238","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Dec 17, 2024","4,620.00","4,640.00","4,430.00","4,470.00","4,102.52","119,873,700"
"1765972550-239","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Dec 16, 2024","4,610.00","4,720.00","4,600.00","4,640.00","4,258.54","83,736,700"
"1765972550-240","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Dec 13, 2024","4,800.00","4,830.00","4,720.00","4,730.00","4,341.14","72,851,000"
"1765972550-241","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Dec 12, 2024","5,025.00","5,025.00","4,880.00","4,880.00","4,478.81","45,911,900"
"1765972550-242","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Dec 11, 2024","5,050.00","5,175.00","5,050.00","5,075.00","4,657.78","39,770,900"
"1765972550-243","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Dec 10, 2024","4,990.00","5,100.00","4,930.00","5,100.00","4,680.73","39,158,900"
"1765972550-244","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Dec 9, 2024","4,890.00","5,050.00","4,880.00","5,000.00","4,588.95","43,938,100"
"1765972550-245","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Dec 6, 2024","4,820.00","4,880.00","4,780.00","4,860.00","4,460.46","25,735,100"
"1765972550-246","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Dec 5, 2024","4,950.00","4,950.00","4,810.00","4,820.00","4,423.75","33,537,600"
"1765972550-247","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Dec 4, 2024","4,800.00","4,980.00","4,790.00","4,950.00","4,543.06","46,942,200"
"1765972550-248","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Dec 3, 2024","4,740.00","4,840.00","4,730.00","4,780.00","4,387.03","60,101,100"
"1765972550-249","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Dec 2, 2024","4,980.00","5,000.00","4,710.00","4,710.00","4,322.79","49,318,100"
"1765972550-250","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Nov 29, 2024","5,025.00","5,050.00","4,940.00","4,980.00","4,570.59","48,885,400"
"1765972550-251","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Nov 28, 2024","5,025.00","5,075.00","4,950.00","5,025.00","4,611.89","28,337,000"
"1765972550-252","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Nov 26, 2024","5,025.00","5,050.00","4,950.00","4,950.00","4,543.06","37,322,800"
"1765972550-253","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Nov 25, 2024","4,850.00","5,075.00","4,840.00","4,990.00","4,579.77","98,405,900"
"1765972550-254","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Nov 22, 2024","4,750.00","4,860.00","4,740.00","4,840.00","4,442.10","50,258,400"
"1765972550-255","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Nov 21, 2024","4,820.00","4,850.00","4,710.00","4,720.00","4,331.97","45,727,200"
"1765972550-256","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Nov 20, 2024","4,870.00","4,900.00","4,800.00","4,850.00","4,451.28","24,693,600"
"1765972550-257","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Nov 19, 2024","4,860.00","4,890.00","4,800.00","4,850.00","4,451.28","28,214,800"
"1765972550-258","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Nov 18, 2024","4,930.00","4,930.00","4,830.00","4,870.00","4,469.64","22,240,200"
"1765972550-259","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Nov 15, 2024","4,920.00","4,940.00","4,870.00","4,910.00","4,506.35","32,785,700"
"1765972550-260","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Nov 14, 2024","4,960.00","4,970.00","4,910.00","4,950.00","4,543.06","33,431,400"
"1765972550-261","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Nov 13, 2024","4,930.00","5,025.00","4,910.00","4,960.00","4,552.24","64,548,800"
"1765972550-262","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Nov 12, 2024","4,960.00","5,000.00","4,870.00","4,930.00","4,524.70","70,220,900"
"1765972550-263","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Nov 11, 2024","4,950.00","5,025.00","4,800.00","4,990.00","4,579.77","44,028,300"
"1765972550-264","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Nov 8, 2024","5,075.00","5,125.00","4,970.00","4,980.00","4,570.59","51,133,100"
"1765972550-265","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Nov 7, 2024","5,150.00","5,175.00","5,025.00","5,025.00","4,611.89","63,745,800"
"1765972550-266","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Nov 6, 2024","5,425.00","5,425.00","5,100.00","5,125.00","4,703.67","67,214,100"
"1765972550-267","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Nov 5, 2024","5,275.00","5,450.00","5,250.00","5,400.00","4,956.06","32,446,400"
"1765972550-268","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Nov 4, 2024","5,225.00","5,325.00","5,150.00","5,300.00","4,864.28","31,669,500"
"1765972550-269","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Nov 1, 2024","5,250.00","5,250.00","5,175.00","5,200.00","4,772.51","21,870,200"
"1765972550-270","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Oct 31, 2024","5,200.00","5,300.00","5,175.00","5,250.00","4,818.40","50,040,800"
"1765972550-271","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Oct 30, 2024","5,300.00","5,325.00","5,200.00","5,225.00","4,795.45","58,411,700"
"1765972550-272","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Oct 29, 2024","5,400.00","5,500.00","5,275.00","5,300.00","4,864.28","77,068,500"
"1765972550-273","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Oct 28, 2024","5,650.00","5,675.00","5,425.00","5,500.00","5,047.84","48,523,000"
"1765972550-274","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Oct 25, 2024","5,625.00","5,650.00","5,550.00","5,650.00","5,185.51","20,200,300"
"1765972550-275","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Oct 24, 2024","5,650.00","5,700.00","5,625.00","5,625.00","5,162.57","26,445,200"
"1765972550-276","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Oct 23, 2024","5,675.00","5,675.00","5,600.00","5,675.00","5,208.46","63,163,700"
"1765972550-277","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Oct 22, 2024","5,650.00","5,675.00","5,575.00","5,650.00","5,185.51","59,956,900"
"1765972550-278","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Oct 21, 2024","5,700.00","5,750.00","5,600.00","5,625.00","5,162.57","50,980,600"
"1765972550-279","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Oct 18, 2024","5,550.00","5,650.00","5,550.00","5,650.00","5,185.51","58,870,300"
"1765972550-280","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Oct 17, 2024","5,500.00","5,575.00","5,475.00","5,500.00","5,047.84","48,570,900"
"1765972550-281","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Oct 16, 2024","5,500.00","5,500.00","5,450.00","5,475.00","5,024.90","26,629,100"
"1765972550-282","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Oct 15, 2024","5,450.00","5,525.00","5,425.00","5,500.00","5,047.84","44,248,600"
"1765972550-283","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Oct 14, 2024","5,375.00","5,450.00","5,375.00","5,425.00","4,979.01","36,808,100"
"1765972550-284","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Oct 11, 2024","5,425.00","5,425.00","5,325.00","5,375.00","4,933.12","14,488,900"
"1765972550-285","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Oct 10, 2024","5,350.00","5,400.00","5,325.00","5,325.00","4,887.23","25,892,500"
"1765972550-286","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Oct 9, 2024","5,350.00","5,425.00","5,275.00","5,325.00","4,887.23","70,831,500"
"1765972550-287","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Oct 8, 2024","5,150.00","5,400.00","5,100.00","5,350.00","4,910.17","90,686,900"
"1765972550-288","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Oct 7, 2024","5,325.00","5,350.00","5,200.00","5,200.00","4,772.51","52,624,000"
"1765972550-289","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Oct 4, 2024","5,400.00","5,425.00","5,250.00","5,325.00","4,887.23","35,822,100"
"1765972550-290","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Oct 3, 2024","5,375.00","5,400.00","5,300.00","5,375.00","4,933.12","42,597,000"
"1765972550-291","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Oct 2, 2024","5,325.00","5,400.00","5,300.00","5,350.00","4,910.17","27,716,400"
"1765972550-292","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Oct 1, 2024","5,375.00","5,450.00","5,350.00","5,375.00","4,933.12","40,085,600"
"1765972550-293","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Sep 30, 2024","5,400.00","5,450.00","5,325.00","5,350.00","4,910.17","69,417,600"
"1765972550-294","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Sep 27, 2024","5,600.00","5,600.00","5,400.00","5,450.00","5,001.95","79,718,100"
"1765972550-295","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Sep 26, 2024","5,600.00","5,625.00","5,450.00","5,600.00","5,139.62","59,306,200"
"1765972550-296","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Sep 25, 2024","5,750.00","5,750.00","5,450.00","5,600.00","5,139.62","120,885,200"
"1765972550-297","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Sep 24, 2024","5,800.00","5,825.00","5,750.00","5,800.00","5,323.18","39,900,400"
"1765972550-298","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Sep 23, 2024","5,750.00","5,850.00","5,725.00","5,800.00","5,323.18","48,008,700"
"1765972550-299","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Sep 20, 2024","5,825.00","5,825.00","5,750.00","5,750.00","5,277.29","47,673,600"
"1765972550-300","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Sep 19, 2024","5,800.00","5,850.00","5,750.00","5,825.00","5,346.12","93,847,800"
"1765972550-301","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Sep 18, 2024","5,700.00","5,700.00","5,600.00","5,700.00","5,231.40","64,489,200"
"1765972550-302","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Sep 17, 2024","5,600.00","5,700.00","5,600.00","5,650.00","5,185.51","40,776,200"
"1765972550-303","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Sep 13, 2024","5,600.00","5,650.00","5,575.00","5,625.00","5,162.57","34,311,700"
"1765972550-304","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Sep 12, 2024","5,625.00","5,650.00","5,575.00","5,600.00","5,139.62","43,318,600"
"1765972550-305","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Sep 11, 2024","5,700.00","5,750.00","5,650.00","5,650.00","5,185.51","33,792,600"
"1765972550-306","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Sep 10, 2024","5,750.00","5,775.00","5,700.00","5,700.00","5,231.40","55,033,900"
"1765972550-307","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Sep 9, 2024","5,650.00","5,750.00","5,625.00","5,725.00","5,254.35","78,827,500"
"1765972550-308","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Sep 6, 2024","5,500.00","5,675.00","5,475.00","5,650.00","5,185.51","139,365,300"
